system:index,Count,DOY,Year,.geo,,,,,,,,,,,,,,,,,,,,,
9_13,183,67.46276426,2013,,,,,,,,,,,,,,,,,,,,,,
9_14,231,70.62451751,2013,,,,,,,,,,,,,,,,,,,,,,
9_15,219,73.49445367,2013,,,,,,,,,,,,,,,,,,,,,,
9_16,272,76.59752912,2013,,,,,,,,,,,,,,,,,,,,,,
9_17,317,79.5879994,2013,,,,,,,,,,,,,,,,,,,,,,
9_18,284,82.46368112,2013,,,,,,,,,,,,,,,,,,,,,,
9_19,303,85.50419743,2013,,,,,,,,,,,,,,,,,,,,,,
9_20,351,88.44877983,2013,,,,,,,,,,,,,,,,,,,,,,
9_21,330.1254902,91.47405683,2013,,,,,,,,,,,,,,,,,,,,,,
9_22,319,94.53241829,2013,,,,,,,,,,,,,,,,,,,,,,
9_23,291,97.50774582,2013,,,,,,,,,,,,,,,,,,,,,,
9_24,250,100.4572348,2013,,,,,,,,,,,,,,,,,,,,,,
9_25,225,103.360564,2013,,,,,,,,,,,,,,,,,,,,,,
9_26,152,106.3961155,2013,,,,,,,,,,,,,,,,,,,,,,
9_27,140,109.3865666,2013,,,,,,,,,,,,,,,,,,,,,,
9_28,118,112.37802,2013,,,,,,,,,,,,,,,,,,,,,,
9_29,117,115.3493711,2013,,,,,,,,,,,,,,,,,,,,,,
9_30,72,118.3737979,2013,,,,,,,,,,,,,,,,,,,,,,
9_31,63,121.4407666,2013,,,,,,,,,,,,,,,,,,,,,,
9_32,48,124.7148555,2013,,,,,,,,,,,,,,,,,,,,,,
9_33,38,127.3471635,2013,,,,,,,,,,,,,,,,,,,,,,
9_34,30,130.3341085,2013,,,,,,,,,,,,,,,,,,,,,,
9_35,10,133.4356409,2013,,,,,,,,,,,,,,,,,,,,,,
9_36,19,136.3032901,2013,,,,,,,,,,,,,,,,,,,,,,
9_37,10,139.5180327,2013,,,,,,,,,,,,,,,,,,,,,,
9_38,5,142.2817339,2013,,,,,,,,,,,,,,,,,,,,,,
9_39,5,144.9382126,2013,,,,,,,,,,,,,,,,,,,,,,
9_40,4,147.9762724,2013,,,,,,,,,,,,,,,,,,,,,,
10_0,1,27.5188749,2014,,,,,,,,,,,,,,,,,,,,,,
10_1,2,32.55448608,2014,,,,,,,,,,,,,,,,,,,,,,
10_2,0,34.5,2014,,,,,,,,,,,,,,,,,,,,,,
10_3,1,37.52146955,2014,,,,,,,,,,,,,,,,,,,,,,
10_4,8,40.5741415,2014,,,,,,,,,,,,,,,,,,,,,,
10_5,4,42.95331947,2014,,,,,,,,,,,,,,,,,,,,,,
10_6,3,46.07436052,2014,,,,,,,,,,,,,,,,,,,,,,
10_7,14,49.44674578,2014,,,,,,,,,,,,,,,,,,,,,,
10_8,30,52.60806998,2014,,,,,,,,,,,,,,,,,,,,,,
10_9,51,55.70133484,2014,,,,,,,,,,,,,,,,,,,,,,
10_10,78,58.44085599,2014,,,,,,,,,,,,,,,,,,,,,,
10_11,107,61.68034363,2014,,,,,,,,,,,,,,,,,,,,,,
10_12,130,64.59890009,2014,,,,,,,,,,,,,,,,,,,,,,
10_13,170,67.53047226,2014,,,,,,,,,,,,,,,,,,,,,,
10_14,232,70.4780765,2014,,,,,,,,,,,,,,,,,,,,,,
10_15,257.172549,73.58366688,2014,,,,,,,,,,,,,,,,,,,,,,
10_16,288,76.54706695,2014,,,,,,,,,,,,,,,,,,,,,,
10_17,278,79.58393873,2014,,,,,,,,,,,,,,,,,,,,,,
10_18,291,82.44578489,2014,,,,,,,,,,,,,,,,,,,,,,
10_19,318,85.52548917,2014,,,,,,,,,,,,,,,,,,,,,,
10_20,360,88.516128,2014,,,,,,,,,,,,,,,,,,,,,,
10_21,332,91.56708159,2014,,,,,,,,,,,,,,,,,,,,,,
10_22,352,94.39255436,2014,,,,,,,,,,,,,,,,,,,,,,
10_23,316,97.52008267,2014,,,,,,,,,,,,,,,,,,,,,,
10_24,253,100.4679041,2014,,,,,,,,,,,,,,,,,,,,,,
10_25,237,103.4173271,2014,,,,,,,,,,,,,,,,,,,,,,
10_26,167,106.3579071,2014,,,,,,,,,,,,,,,,,,,,,,
10_27,142,109.4867045,2014,,,,,,,,,,,,,,,,,,,,,,
10_28,127,112.3540671,2014,,,,,,,,,,,,,,,,,,,,,,
10_29,108,115.399502,2014,,,,,,,,,,,,,,,,,,,,,,
10_30,78,118.3310765,2014,,,,,,,,,,,,,,,,,,,,,,
10_31,60,121.5418436,2014,,,,,,,,,,,,,,,,,,,,,,
10_32,54,124.5076993,2014,,,,,,,,,,,,,,,,,,,,,,
10_33,40,127.3564031,2014,,,,,,,,,,,,,,,,,,,,,,
10_34,26,130.4813301,2014,,,,,,,,,,,,,,,,,,,,,,
10_35,21,133.3738974,2014,,,,,,,,,,,,,,,,,,,,,,
10_36,16,136.5640364,2014,,,,,,,,,,,,,,,,,,,,,,
10_37,6,140.0723225,2014,,,,,,,,,,,,,,,,,,,,,,
10_38,12,142.2990698,2014,,,,,,,,,,,,,,,,,,,,,,
10_39,9,145.4182067,2014,,,,,,,,,,,,,,,,,,,,,,
10_40,2,147.9753546,2014,,,,,,,,,,,,,,,,,,,,,,
0_0,1,155.0002339,2004,,,,,,,,,,,,,,,,,,,,,,
0_1,0,157.5,2004,,,,,,,,,,,,,,,,,,,,,,
0_2,1,159.7755045,2004,,,,,,,,,,,,,,,,,,,,,,
0_3,10,164.0312257,2004,,,,,,,,,,,,,,,,,,,,,,
0_4,19,166.4829683,2004,,,,,,,,,,,,,,,,,,,,,,
0_5,39,169.5722391,2004,,,,,,,,,,,,,,,,,,,,,,
0_6,60,172.6104072,2004,,,,,,,,,,,,,,,,,,,,,,
0_7,95,175.4925002,2004,,,,,,,,,,,,,,,,,,,,,,
0_8,135,178.6465905,2004,,,,,,,,,,,,,,,,,,,,,,
0_9,179,181.5652616,2004,,,,,,,,,,,,,,,,,,,,,,
0_10,248,184.5686568,2004,,,,,,,,,,,,,,,,,,,,,,
0_11,330,187.5181244,2004,,,,,,,,,,,,,,,,,,,,,,
0_12,371,190.5581178,2004,,,,,,,,,,,,,,,,,,,,,,
0_13,455,193.5534783,2004,,,,,,,,,,,,,,,,,,,,,,
0_14,496,196.5642821,2004,,,,,,,,,,,,,,,,,,,,,,
0_15,465.2352941,199.5412971,2004,,,,,,,,,,,,,,,,,,,,,,
0_16,496.8745098,202.4990586,2004,,,,,,,,,,,,,,,,,,,,,,
0_17,480,205.4578506,2004,,,,,,,,,,,,,,,,,,,,,,
0_18,421,208.5035938,2004,,,,,,,,,,,,,,,,,,,,,,
0_19,355,211.4167404,2004,,,,,,,,,,,,,,,,,,,,,,
0_20,252,214.3123791,2004,,,,,,,,,,,,,,,,,,,,,,
0_21,208,217.4653774,2004,,,,,,,,,,,,,,,,,,,,,,
0_22,157,220.5207225,2004,,,,,,,,,,,,,,,,,,,,,,
0_23,107,223.4588877,2004,,,,,,,,,,,,,,,,,,,,,,
0_24,80,226.2508519,2004,,,,,,,,,,,,,,,,,,,,,,
0_25,34,229.4449176,2004,,,,,,,,,,,,,,,,,,,,,,
0_26,32,232.5013163,2004,,,,,,,,,,,,,,,,,,,,,,
0_27,11,235.4860965,2004,,,,,,,,,,,,,,,,,,,,,,
0_28,12,238.4487332,2004,,,,,,,,,,,,,,,,,,,,,,
0_29,13,241.6483816,2004,,,,,,,,,,,,,,,,,,,,,,
0_30,7,244.5690211,2004,,,,,,,,,,,,,,,,,,,,,,
0_31,7,247.6820045,2004,,,,,,,,,,,,,,,,,,,,,,
1_0,1,156.1979962,2005,,,,,,,,,,,,,,,,,,,,,,
1_1,6,160.8015674,2005,,,,,,,,,,,,,,,,,,,,,,
1_2,11,163.9751812,2005,,,,,,,,,,,,,,,,,,,,,,
1_3,15,166.5613453,2005,,,,,,,,,,,,,,,,,,,,,,
1_4,44,169.6589949,2005,,,,,,,,,,,,,,,,,,,,,,
1_5,78,172.64966,2005,,,,,,,,,,,,,,,,,,,,,,
1_6,107,175.5977084,2005,,,,,,,,,,,,,,,,,,,,,,
1_7,148,178.735764,2005,,,,,,,,,,,,,,,,,,,,,,
1_8,209,181.5244068,2005,,,,,,,,,,,,,,,,,,,,,,
1_9,312,184.6145563,2005,,,,,,,,,,,,,,,,,,,,,,
1_10,406.1254902,187.4882433,2005,,,,,,,,,,,,,,,,,,,,,,
1_11,464.172549,190.5570406,2005,,,,,,,,,,,,,,,,,,,,,,
1_12,538,193.5473107,2005,,,,,,,,,,,,,,,,,,,,,,
1_13,571.0313725,196.5077864,2005,,,,,,,,,,,,,,,,,,,,,,
1_14,624.372549,199.5071461,2005,,,,,,,,,,,,,,,,,,,,,,
1_15,631.7490196,202.4841936,2005,,,,,,,,,,,,,,,,,,,,,,
1_16,572.2156863,205.4436726,2005,,,,,,,,,,,,,,,,,,,,,,
1_17,546.372549,208.5182502,2005,,,,,,,,,,,,,,,,,,,,,,
1_18,443,211.4387162,2005,,,,,,,,,,,,,,,,,,,,,,
1_19,372,214.3583651,2005,,,,,,,,,,,,,,,,,,,,,,
1_20,275,217.3984924,2005,,,,,,,,,,,,,,,,,,,,,,
1_21,192.1254902,220.4076142,2005,,,,,,,,,,,,,,,,,,,,,,
1_22,126,223.3952766,2005,,,,,,,,,,,,,,,,,,,,,,
1_23,92,226.4623036,2005,,,,,,,,,,,,,,,,,,,,,,
1_24,44,229.420624,2005,,,,,,,,,,,,,,,,,,,,,,
1_25,36,232.291993,2005,,,,,,,,,,,,,,,,,,,,,,
1_26,13,235.2537501,2005,,,,,,,,,,,,,,,,,,,,,,
1_27,10,238.3647923,2005,,,,,,,,,,,,,,,,,,,,,,
1_28,15,241.2566566,2005,,,,,,,,,,,,,,,,,,,,,,
1_29,17,244.6440171,2005,,,,,,,,,,,,,,,,,,,,,,
1_30,11,247.1983496,2005,,,,,,,,,,,,,,,,,,,,,,
2_0,1,153.895013,2006,,,,,,,,,,,,,,,,,,,,,,
2_1,1,158.6962588,2006,,,,,,,,,,,,,,,,,,,,,,
2_2,1,160.3901292,2006,,,,,,,,,,,,,,,,,,,,,,
2_3,9,164.1757387,2006,,,,,,,,,,,,,,,,,,,,,,
2_4,24,166.6331736,2006,,,,,,,,,,,,,,,,,,,,,,
2_5,40,169.6297158,2006,,,,,,,,,,,,,,,,,,,,,,
2_6,65,172.5153066,2006,,,,,,,,,,,,,,,,,,,,,,
2_7,74,175.6111769,2006,,,,,,,,,,,,,,,,,,,,,,
2_8,127,178.6454597,2006,,,,,,,,,,,,,,,,,,,,,,
2_9,173,181.5787874,2006,,,,,,,,,,,,,,,,,,,,,,
2_10,277,184.5934609,2006,,,,,,,,,,,,,,,,,,,,,,
2_11,335.1254902,187.5103668,2006,,,,,,,,,,,,,,,,,,,,,,
2_12,444.4078431,190.5945761,2006,,,,,,,,,,,,,,,,,,,,,,
2_13,511,193.532753,2006,,,,,,,,,,,,,,,,,,,,,,
2_14,533.0313725,196.4724928,2006,,,,,,,,,,,,,,,,,,,,,,
2_15,599.372549,199.5246326,2006,,,,,,,,,,,,,,,,,,,,,,
2_16,602,202.4949072,2006,,,,,,,,,,,,,,,,,,,,,,
2_17,546,205.4688339,2006,,,,,,,,,,,,,,,,,,,,,,
2_18,499.9686275,208.5742564,2006,,,,,,,,,,,,,,,,,,,,,,
2_19,449,211.4462263,2006,,,,,,,,,,,,,,,,,,,,,,
2_20,352,214.4219814,2006,,,,,,,,,,,,,,,,,,,,,,
2_21,258,217.4665645,2006,,,,,,,,,,,,,,,,,,,,,,
2_22,201.1254902,220.4195182,2006,,,,,,,,,,,,,,,,,,,,,,
2_23,136,223.4345577,2006,,,,,,,,,,,,,,,,,,,,,,
2_24,87,226.3771488,2006,,,,,,,,,,,,,,,,,,,,,,
2_25,60,229.230738,2006,,,,,,,,,,,,,,,,,,,,,,
2_26,37,232.2513898,2006,,,,,,,,,,,,,,,,,,,,,,
2_27,23,235.2584178,2006,,,,,,,,,,,,,,,,,,,,,,
2_28,11,238.2733339,2006,,,,,,,,,,,,,,,,,,,,,,
2_29,18,241.1969803,2006,,,,,,,,,,,,,,,,,,,,,,
2_30,17,244.3859667,2006,,,,,,,,,,,,,,,,,,,,,,
2_31,11,246.991674,2006,,,,,,,,,,,,,,,,,,,,,,
3_0,1,155.0002339,2007,,,,,,,,,,,,,,,,,,,,,,
3_1,0,157.5,2007,,,,,,,,,,,,,,,,,,,,,,
3_2,1,161.5753103,2007,,,,,,,,,,,,,,,,,,,,,,
3_3,11,163.9289853,2007,,,,,,,,,,,,,,,,,,,,,,
3_4,12,166.7932676,2007,,,,,,,,,,,,,,,,,,,,,,
3_5,22,169.9520351,2007,,,,,,,,,,,,,,,,,,,,,,
3_6,55,172.6386422,2007,,,,,,,,,,,,,,,,,,,,,,
3_7,80,175.6927052,2007,,,,,,,,,,,,,,,,,,,,,,
3_8,109,178.6342274,2007,,,,,,,,,,,,,,,,,,,,,,
3_9,158,181.5271147,2007,,,,,,,,,,,,,,,,,,,,,,
3_10,208,184.6270545,2007,,,,,,,,,,,,,,,,,,,,,,
3_11,289,187.4998637,2007,,,,,,,,,,,,,,,,,,,,,,
3_12,341.7960784,190.5501989,2007,,,,,,,,,,,,,,,,,,,,,,
3_13,400,193.5156613,2007,,,,,,,,,,,,,,,,,,,,,,
3_14,468,196.4906212,2007,,,,,,,,,,,,,,,,,,,,,,
3_15,512,199.5203153,2007,,,,,,,,,,,,,,,,,,,,,,
3_16,517.172549,202.4846961,2007,,,,,,,,,,,,,,,,,,,,,,
3_17,455,205.5113024,2007,,,,,,,,,,,,,,,,,,,,,,
3_18,461.745098,208.5427989,2007,,,,,,,,,,,,,,,,,,,,,,
3_19,397,211.4300273,2007,,,,,,,,,,,,,,,,,,,,,,
3_20,317,214.3434399,2007,,,,,,,,,,,,,,,,,,,,,,
3_21,263,217.4390938,2007,,,,,,,,,,,,,,,,,,,,,,
3_22,195.1254902,220.414893,2007,,,,,,,,,,,,,,,,,,,,,,
3_23,127,223.3715723,2007,,,,,,,,,,,,,,,,,,,,,,
3_24,96,226.3690162,2007,,,,,,,,,,,,,,,,,,,,,,
3_25,58,229.2844072,2007,,,,,,,,,,,,,,,,,,,,,,
3_26,35,232.2382436,2007,,,,,,,,,,,,,,,,,,,,,,
3_27,23,235.2576613,2007,,,,,,,,,,,,,,,,,,,,,,
3_28,13,237.9358241,2007,,,,,,,,,,,,,,,,,,,,,,
3_29,16,241.2667509,2007,,,,,,,,,,,,,,,,,,,,,,
3_30,17,244.4402805,2007,,,,,,,,,,,,,,,,,,,,,,
3_31,8,246.9854288,2007,,,,,,,,,,,,,,,,,,,,,,
4_0,2,155.2104099,2008,,,,,,,,,,,,,,,,,,,,,,
4_1,0,157.5,2008,,,,,,,,,,,,,,,,,,,,,,
4_2,1,161.776049,2008,,,,,,,,,,,,,,,,,,,,,,
4_3,7,163.4493134,2008,,,,,,,,,,,,,,,,,,,,,,
4_4,13,166.3572787,2008,,,,,,,,,,,,,,,,,,,,,,
4_5,22,169.8182214,2008,,,,,,,,,,,,,,,,,,,,,,
4_6,37,172.7458119,2008,,,,,,,,,,,,,,,,,,,,,,
4_7,55,175.5526898,2008,,,,,,,,,,,,,,,,,,,,,,
4_8,100,178.5886498,2008,,,,,,,,,,,,,,,,,,,,,,
4_9,124,181.4673763,2008,,,,,,,,,,,,,,,,,,,,,,
4_10,145,184.5801287,2008,,,,,,,,,,,,,,,,,,,,,,
4_11,219.1254902,187.481139,2008,,,,,,,,,,,,,,,,,,,,,,
4_12,313.172549,190.6265854,2008,,,,,,,,,,,,,,,,,,,,,,
4_13,355,193.5503124,2008,,,,,,,,,,,,,,,,,,,,,,
4_14,394.0313725,196.4833538,2008,,,,,,,,,,,,,,,,,,,,,,
4_15,442,199.4861722,2008,,,,,,,,,,,,,,,,,,,,,,
4_16,412,202.4608989,2008,,,,,,,,,,,,,,,,,,,,,,
4_17,401,205.4968179,2008,,,,,,,,,,,,,,,,,,,,,,
4_18,384,208.5278255,2008,,,,,,,,,,,,,,,,,,,,,,
4_19,338,211.4877557,2008,,,,,,,,,,,,,,,,,,,,,,
4_20,271,214.4163114,2008,,,,,,,,,,,,,,,,,,,,,,
4_21,206,217.4038012,2008,,,,,,,,,,,,,,,,,,,,,,
4_22,172.1254902,220.4428688,2008,,,,,,,,,,,,,,,,,,,,,,
4_23,125,223.3163982,2008,,,,,,,,,,,,,,,,,,,,,,
4_24,89,226.3249799,2008,,,,,,,,,,,,,,,,,,,,,,
4_25,56,229.293464,2008,,,,,,,,,,,,,,,,,,,,,,
4_26,37,232.3239415,2008,,,,,,,,,,,,,,,,,,,,,,
4_27,15,235.0751727,2008,,,,,,,,,,,,,,,,,,,,,,
4_28,13,238.6021976,2008,,,,,,,,,,,,,,,,,,,,,,
4_29,15,241.2650483,2008,,,,,,,,,,,,,,,,,,,,,,
4_30,12,244.6693403,2008,,,,,,,,,,,,,,,,,,,,,,
4_31,8,247.2204685,2008,,,,,,,,,,,,,,,,,,,,,,
5_0,2,154.4476235,2009,,,,,,,,,,,,,,,,,,,,,,
5_1,0,157.5,2009,,,,,,,,,,,,,,,,,,,,,,
5_2,3,160.6011454,2009,,,,,,,,,,,,,,,,,,,,,,
5_3,6,163.8626753,2009,,,,,,,,,,,,,,,,,,,,,,
5_4,15,166.138191,2009,,,,,,,,,,,,,,,,,,,,,,
5_5,25,169.6140588,2009,,,,,,,,,,,,,,,,,,,,,,
5_6,44,172.613522,2009,,,,,,,,,,,,,,,,,,,,,,
5_7,62,175.6612571,2009,,,,,,,,,,,,,,,,,,,,,,
5_8,84,178.5733994,2009,,,,,,,,,,,,,,,,,,,,,,
5_9,137,181.529212,2009,,,,,,,,,,,,,,,,,,,,,,
5_10,203,184.6402769,2009,,,,,,,,,,,,,,,,,,,,,,
5_11,257.1254902,187.5452586,2009,,,,,,,,,,,,,,,,,,,,,,
5_12,293,190.591082,2009,,,,,,,,,,,,,,,,,,,,,,
5_13,357,193.5595293,2009,,,,,,,,,,,,,,,,,,,,,,
5_14,392.0313725,196.4708439,2009,,,,,,,,,,,,,,,,,,,,,,
5_15,463,199.5536527,2009,,,,,,,,,,,,,,,,,,,,,,
5_16,483,202.4838767,2009,,,,,,,,,,,,,,,,,,,,,,
5_17,450,205.5211208,2009,,,,,,,,,,,,,,,,,,,,,,
5_18,449.9058824,208.5189096,2009,,,,,,,,,,,,,,,,,,,,,,
5_19,370,211.4252323,2009,,,,,,,,,,,,,,,,,,,,,,
5_20,279,214.3928665,2009,,,,,,,,,,,,,,,,,,,,,,
5_21,238,217.4350489,2009,,,,,,,,,,,,,,,,,,,,,,
5_22,162,220.3898823,2009,,,,,,,,,,,,,,,,,,,,,,
5_23,123,223.4294347,2009,,,,,,,,,,,,,,,,,,,,,,
5_24,85,226.4112127,2009,,,,,,,,,,,,,,,,,,,,,,
5_25,50,229.1128674,2009,,,,,,,,,,,,,,,,,,,,,,
5_26,37,232.1263245,2009,,,,,,,,,,,,,,,,,,,,,,
5_27,23,235.3785548,2009,,,,,,,,,,,,,,,,,,,,,,
5_28,16,238.5130392,2009,,,,,,,,,,,,,,,,,,,,,,
5_29,21,241.6644927,2009,,,,,,,,,,,,,,,,,,,,,,
5_30,13,244.1512761,2009,,,,,,,,,,,,,,,,,,,,,,
5_31,7,246.8173948,2009,,,,,,,,,,,,,,,,,,,,,,
6_0,1,155.0002339,2010,,,,,,,,,,,,,,,,,,,,,,
6_1,0,157.5,2010,,,,,,,,,,,,,,,,,,,,,,
6_2,0,160.5,2010,,,,,,,,,,,,,,,,,,,,,,
6_3,6,164.2847462,2010,,,,,,,,,,,,,,,,,,,,,,
6_4,12,166.4114361,2010,,,,,,,,,,,,,,,,,,,,,,
6_5,29,169.6508734,2010,,,,,,,,,,,,,,,,,,,,,,
6_6,51,172.6372201,2010,,,,,,,,,,,,,,,,,,,,,,
6_7,63,175.4641736,2010,,,,,,,,,,,,,,,,,,,,,,
6_8,102,178.6131287,2010,,,,,,,,,,,,,,,,,,,,,,
6_9,127,181.3924757,2010,,,,,,,,,,,,,,,,,,,,,,
6_10,190,184.5754149,2010,,,,,,,,,,,,,,,,,,,,,,
6_11,263,187.531253,2010,,,,,,,,,,,,,,,,,,,,,,
6_12,338,190.6495682,2010,,,,,,,,,,,,,,,,,,,,,,
6_13,416,193.5588406,2010,,,,,,,,,,,,,,,,,,,,,,
6_14,447,196.5287038,2010,,,,,,,,,,,,,,,,,,,,,,
6_15,515,199.5416608,2010,,,,,,,,,,,,,,,,,,,,,,
6_16,501,202.433094,2010,,,,,,,,,,,,,,,,,,,,,,
6_17,466,205.4544294,2010,,,,,,,,,,,,,,,,,,,,,,
6_18,466,208.50359,2010,,,,,,,,,,,,,,,,,,,,,,
6_19,371,211.4516394,2010,,,,,,,,,,,,,,,,,,,,,,
6_20,325,214.3548924,2010,,,,,,,,,,,,,,,,,,,,,,
6_21,265,217.4244486,2010,,,,,,,,,,,,,,,,,,,,,,
6_22,198,220.3924341,2010,,,,,,,,,,,,,,,,,,,,,,
6_23,128,223.3852766,2010,,,,,,,,,,,,,,,,,,,,,,
6_24,80,226.3887907,2010,,,,,,,,,,,,,,,,,,,,,,
6_25,61,229.4368132,2010,,,,,,,,,,,,,,,,,,,,,,
6_26,31,232.6102986,2010,,,,,,,,,,,,,,,,,,,,,,
6_27,22,235.3283412,2010,,,,,,,,,,,,,,,,,,,,,,
6_28,16,238.0834746,2010,,,,,,,,,,,,,,,,,,,,,,
6_29,27,241.3620675,2010,,,,,,,,,,,,,,,,,,,,,,
6_30,16,244.446661,2010,,,,,,,,,,,,,,,,,,,,,,
6_31,10,247.2862012,2010,,,,,,,,,,,,,,,,,,,,,,
7_0,1,155.0002339,2011,,,,,,,,,,,,,,,,,,,,,,
7_1,0,157.5,2011,,,,,,,,,,,,,,,,,,,,,,
7_2,1,159.7755045,2011,,,,,,,,,,,,,,,,,,,,,,
7_3,6,163.4222727,2011,,,,,,,,,,,,,,,,,,,,,,
7_4,12,166.5445932,2011,,,,,,,,,,,,,,,,,,,,,,
7_5,22,169.7024753,2011,,,,,,,,,,,,,,,,,,,,,,
7_6,45,172.6935309,2011,,,,,,,,,,,,,,,,,,,,,,
7_7,59,175.4307283,2011,,,,,,,,,,,,,,,,,,,,,,
7_8,96,178.5879722,2011,,,,,,,,,,,,,,,,,,,,,,
7_9,134,181.4623007,2011,,,,,,,,,,,,,,,,,,,,,,
7_10,194,184.5276023,2011,,,,,,,,,,,,,,,,,,,,,,
7_11,251,187.5131097,2011,,,,,,,,,,,,,,,,,,,,,,
7_12,311,190.6036515,2011,,,,,,,,,,,,,,,,,,,,,,
7_13,379,193.5063922,2011,,,,,,,,,,,,,,,,,,,,,,
7_14,407,196.4835739,2011,,,,,,,,,,,,,,,,,,,,,,
7_15,473,199.5800891,2011,,,,,,,,,,,,,,,,,,,,,,
7_16,497,202.471183,2011,,,,,,,,,,,,,,,,,,,,,,
7_17,435,205.5076796,2011,,,,,,,,,,,,,,,,,,,,,,
7_18,446,208.4824639,2011,,,,,,,,,,,,,,,,,,,,,,
7_19,370,211.4725154,2011,,,,,,,,,,,,,,,,,,,,,,
7_20,302,214.4393154,2011,,,,,,,,,,,,,,,,,,,,,,
7_21,247,217.4076311,2011,,,,,,,,,,,,,,,,,,,,,,
7_22,206.1254902,220.4153777,2011,,,,,,,,,,,,,,,,,,,,,,
7_23,121,223.3809207,2011,,,,,,,,,,,,,,,,,,,,,,
7_24,104,226.3073648,2011,,,,,,,,,,,,,,,,,,,,,,
7_25,65,229.5057392,2011,,,,,,,,,,,,,,,,,,,,,,
7_26,38,232.3919362,2011,,,,,,,,,,,,,,,,,,,,,,
7_27,34,235.5328778,2011,,,,,,,,,,,,,,,,,,,,,,
7_28,15,238.1503409,2011,,,,,,,,,,,,,,,,,,,,,,
7_29,25,241.4302958,2011,,,,,,,,,,,,,,,,,,,,,,
7_30,14,244.4187023,2011,,,,,,,,,,,,,,,,,,,,,,
7_31,7,247.3688481,2011,,,,,,,,,,,,,,,,,,,,,,
8_0,3,154.6147265,2012,,,,,,,,,,,,,,,,,,,,,,
8_1,1,156.0342403,2012,,,,,,,,,,,,,,,,,,,,,,
8_2,1,161.776049,2012,,,,,,,,,,,,,,,,,,,,,,
8_3,4,163.5901763,2012,,,,,,,,,,,,,,,,,,,,,,
8_4,8,166.148553,2012,,,,,,,,,,,,,,,,,,,,,,
8_5,14,169.7826362,2012,,,,,,,,,,,,,,,,,,,,,,
8_6,35,172.9189355,2012,,,,,,,,,,,,,,,,,,,,,,
8_7,41,175.4888622,2012,,,,,,,,,,,,,,,,,,,,,,
8_8,63,178.5181913,2012,,,,,,,,,,,,,,,,,,,,,,
8_9,95,181.5558302,2012,,,,,,,,,,,,,,,,,,,,,,
8_10,123,184.6074188,2012,,,,,,,,,,,,,,,,,,,,,,
8_11,180,187.5098398,2012,,,,,,,,,,,,,,,,,,,,,,
8_12,214,190.5928665,2012,,,,,,,,,,,,,,,,,,,,,,
8_13,301,193.5556792,2012,,,,,,,,,,,,,,,,,,,,,,
8_14,354,196.5064527,2012,,,,,,,,,,,,,,,,,,,,,,
8_15,355,199.4723658,2012,,,,,,,,,,,,,,,,,,,,,,
8_16,384,202.4739485,2012,,,,,,,,,,,,,,,,,,,,,,
8_17,355,205.5470714,2012,,,,,,,,,,,,,,,,,,,,,,
8_18,326,208.4461502,2012,,,,,,,,,,,,,,,,,,,,,,
8_19,331,211.4188578,2012,,,,,,,,,,,,,,,,,,,,,,
8_20,258,214.5094359,2012,,,,,,,,,,,,,,,,,,,,,,
8_21,222,217.424681,2012,,,,,,,,,,,,,,,,,,,,,,
8_22,180.1254902,220.3841578,2012,,,,,,,,,,,,,,,,,,,,,,
8_23,135,223.512889,2012,,,,,,,,,,,,,,,,,,,,,,
8_24,92,226.2628424,2012,,,,,,,,,,,,,,,,,,,,,,
8_25,60,229.6543365,2012,,,,,,,,,,,,,,,,,,,,,,
8_26,43,232.2765491,2012,,,,,,,,,,,,,,,,,,,,,,
8_27,30,235.2780754,2012,,,,,,,,,,,,,,,,,,,,,,
8_28,15,238.3426448,2012,,,,,,,,,,,,,,,,,,,,,,
8_29,14,241.3187195,2012,,,,,,,,,,,,,,,,,,,,,,
8_30,13,243.9882464,2012,,,,,,,,,,,,,,,,,,,,,,
8_31,8,248.0043971,2012,,,,,,,,,,,,,,,,,,,,,,
9_0,1,160.0737488,2013,,,,,,,,,,,,,,,,,,,,,,
9_1,5,164.0851782,2013,,,,,,,,,,,,,,,,,,,,,,
9_2,8,165.7218876,2013,,,,,,,,,,,,,,,,,,,,,,
9_3,17,169.8926535,2013,,,,,,,,,,,,,,,,,,,,,,
9_4,33,172.6679739,2013,,,,,,,,,,,,,,,,,,,,,,
9_5,51,175.6160923,2013,,,,,,,,,,,,,,,,,,,,,,
9_6,80,178.4686389,2013,,,,,,,,,,,,,,,,,,,,,,
9_7,118,181.5412611,2013,,,,,,,,,,,,,,,,,,,,,,
9_8,136,184.6275647,2013,,,,,,,,,,,,,,,,,,,,,,
9_9,196,187.6542242,2013,,,,,,,,,,,,,,,,,,,,,,
9_10,258,190.532902,2013,,,,,,,,,,,,,,,,,,,,,,
9_11,320,193.5868948,2013,,,,,,,,,,,,,,,,,,,,,,
9_12,363,196.4429409,2013,,,,,,,,,,,,,,,,,,,,,,
9_13,406,199.5579335,2013,,,,,,,,,,,,,,,,,,,,,,
9_14,428,202.4633066,2013,,,,,,,,,,,,,,,,,,,,,,
9_15,361,205.5254881,2013,,,,,,,,,,,,,,,,,,,,,,
9_16,351,208.5164629,2013,,,,,,,,,,,,,,,,,,,,,,
9_17,344,211.4677499,2013,,,,,,,,,,,,,,,,,,,,,,
9_18,290,214.4552925,2013,,,,,,,,,,,,,,,,,,,,,,
